PersonID,Age,Gender,Education_Level,Marital_Status,Number_of_Dependents,City,State,Country,Marital_Status_Change
890,44,Non-binary,Bachelor's,Single,2,Jameschester,NE,Djibouti,0
891,67,Female,PhD,Divorced,0,Meganmouth,MP,Norway,1
892,22,Male,High School,Widowed,3,Port Monicafort,DC,Niger,1
893,51,Female,PhD,Divorced,1,North Jennifer,PR,New Zealand,0
894,41,Non-binary,Master's,Single,3,Lake Maryburgh,IL,Japan,2
895,53,Male,High School,Divorced,4,South Janet,MN,Antigua and Barbuda,1
896,26,Male,High School,Widowed,4,Richland,NH,Latvia,1
897,54,Male,PhD,Widowed,2,East Sabrina,VT,Sao Tome and Principe,0
898,68,Non-binary,PhD,Single,4,West Andrewland,MP,Lesotho,1
899,58,Non-binary,High School,Widowed,0,East Joseph,IN,Lesotho,2
900,23,Non-binary,High School,Divorced,4,East Ashley,MT,Aruba,1
901,45,Male,Master's,Widowed,2,West Amanda,MI,Japan,0
902,58,Female,Bachelor's,Divorced,1,Coreyshire,OK,Bolivia,2
903,22,Male,PhD,Divorced,2,South Donnaton,MD,Holy See (Vatican City State),0
904,28,Non-binary,Master's,Divorced,0,East Abigailhaven,VI,El Salvador,2
905,31,Female,Bachelor's,Single,2,Morganborough,DE,Chile,1
906,29,Female,Bachelor's,Divorced,4,North Erika,VA,Belize,0
907,33,Non-binary,High School,Single,3,Houstonville,VA,Cape Verde,0
908,33,Female,Bachelor's,Widowed,1,Larsenbury,CO,North Macedonia,0
909,69,Female,Bachelor's,Divorced,1,Amyburgh,AK,Paraguay,2
910,54,Female,High School,Married,4,Sarahaven,DC,Marshall Islands,0
911,25,Non-binary,High School,Single,0,New Marvin,KS,Anguilla,0
912,26,Non-binary,PhD,Divorced,2,Port Michellemouth,HI,Northern Mariana Islands,0
913,36,Female,High School,Married,3,South Brittany,MH,Namibia,1
914,19,Female,High School,Divorced,1,Lake Katieland,RI,Slovakia (Slovak Republic),1
915,22,Non-binary,PhD,Married,3,South Nathan,AZ,Tajikistan,2
916,42,Female,High School,Single,1,Jasonstad,AZ,United States Minor Outlying Islands,0
917,23,Male,Master's,Single,1,Lisafort,OK,Afghanistan,1
918,20,Female,PhD,Single,2,Melendezborough,NJ,Fiji,1
919,40,Female,PhD,Single,2,Copelandbury,GA,Saudi Arabia,1
920,35,Non-binary,PhD,Widowed,1,Collinsberg,MH,Burundi,1
921,50,Female,Bachelor's,Single,0,Lake Jesusville,WA,Jersey,0
922,68,Female,Master's,Widowed,2,East Garrett,NM,United States Minor Outlying Islands,0
923,64,Non-binary,PhD,Single,3,Arielburgh,CA,Saint Pierre and Miquelon,2
924,66,Non-binary,High School,Married,2,Hollyfort,KS,Romania,0
925,47,Non-binary,High School,Divorced,0,Chelseaton,CO,Heard Island and McDonald Islands,1
926,36,Female,PhD,Married,1,North Oscarland,CA,Albania,2
927,33,Female,PhD,Divorced,3,West Veronica,AK,Saint Helena,2
928,61,Female,High School,Married,0,Port Dillonmouth,VT,Antarctica (the territory South of 60 deg S),2
929,28,Male,PhD,Divorced,1,New Rickey,NC,New Zealand,2
930,35,Female,PhD,Married,3,Jeffreymouth,MS,Malawi,0
931,32,Non-binary,High School,Divorced,3,South Eric,MI,Georgia,2
932,45,Non-binary,High School,Married,3,New Aaron,WA,Cambodia,1
933,55,Male,High School,Single,1,South Doris,DE,Estonia,0
934,64,Female,Master's,Widowed,2,Carolburgh,VA,Mayotte,2
935,27,Non-binary,Bachelor's,Widowed,2,New Tammy,MI,American Samoa,2
936,52,Female,Bachelor's,Widowed,0,New Michael,MP,Austria,1
937,29,Male,PhD,Single,3,Debrachester,NJ,Papua New Guinea,2
938,58,Female,High School,Married,1,Lake Derekport,GU,United States of America,0
939,52,Male,High School,Married,2,Port Jessicaport,HI,Bermuda,1
940,46,Female,Master's,Single,1,Garyburgh,IA,Malaysia,0
941,42,Female,Bachelor's,Married,2,South Elizabethton,HI,Germany,0
942,48,Female,Master's,Single,2,Vazquezborough,WI,Northern Mariana Islands,0
943,23,Non-binary,PhD,Widowed,3,Brianmouth,WY,Liberia,2
944,19,Female,PhD,Divorced,3,Smithville,UT,North Macedonia,1
945,24,Female,High School,Single,2,Bullockchester,MP,Gabon,1
946,25,Non-binary,Master's,Widowed,3,South Samuel,GU,Togo,0
947,27,Male,PhD,Divorced,2,Lake David,PR,Tonga,0
948,25,Male,High School,Widowed,1,Roseton,OR,Zimbabwe,0
949,62,Male,Bachelor's,Married,2,West James,AL,Bouvet Island (Bouvetoya),1
950,26,Female,Bachelor's,Widowed,3,South Stephenstad,WA,Dominican Republic,0
951,64,Female,PhD,Single,3,Johnathanport,MI,Brunei Darussalam,1
952,68,Male,Bachelor's,Widowed,0,Gregorychester,NV,Saint Lucia,0
953,18,Male,High School,Married,2,East Thomasmouth,MN,Hong Kong,2
954,38,Non-binary,Bachelor's,Widowed,2,New Antonio,ID,Slovakia (Slovak Republic),2
955,33,Male,PhD,Divorced,2,Lake Michaelbury,FM,Ecuador,2
956,22,Female,PhD,Widowed,4,Thomasville,MH,Montenegro,1
957,46,Non-binary,High School,Single,1,North Johnside,MN,Chad,2
958,45,Male,High School,Single,1,Johnview,RI,Ethiopia,2
959,24,Female,High School,Divorced,2,East Stephenhaven,VA,Palestinian Territory,2
960,64,Female,High School,Divorced,2,Nicholsonport,RI,United States Virgin Islands,1
961,54,Non-binary,Master's,Divorced,2,South Stephanie,OR,Seychelles,1
962,34,Non-binary,Master's,Divorced,3,North Lindaport,CO,Austria,1
963,41,Non-binary,High School,Divorced,2,North Kelly,ME,Tonga,1
964,31,Non-binary,High School,Divorced,1,New Joshuatown,VA,Congo,0
965,22,Male,High School,Divorced,0,Lindastad,CA,Mauritania,0
966,32,Male,Master's,Widowed,2,Nicholaschester,NM,Korea,0
967,55,Non-binary,Master's,Divorced,3,North Kristinaborough,WV,Sao Tome and Principe,1
968,31,Male,Bachelor's,Married,2,Danieltown,MS,Costa Rica,2
969,55,Non-binary,Bachelor's,Single,2,Pattonville,ME,Uzbekistan,0
970,59,Non-binary,Bachelor's,Widowed,2,Gomezberg,MI,Slovakia (Slovak Republic),2
971,57,Male,Bachelor's,Divorced,2,Lake Elizabethland,MI,Palestinian Territory,0
972,38,Male,Master's,Divorced,4,North Michelle,SD,Saint Martin,0
973,65,Male,High School,Divorced,1,New Melissamouth,MI,Spain,0
974,30,Male,High School,Widowed,1,South Janet,WA,Belarus,0
975,29,Female,Master's,Divorced,3,Port Theresa,DC,Congo,1
976,27,Non-binary,Bachelor's,Divorced,0,Jessicastad,LA,Belgium,2
977,20,Non-binary,High School,Widowed,2,South Amandaside,MI,Micronesia,2
978,46,Male,PhD,Single,3,New Joshua,DC,Barbados,2
979,58,Male,Master's,Divorced,2,Lake Roger,NH,South Georgia and the South Sandwich Islands,1
980,45,Non-binary,Master's,Married,3,Timothyport,OH,Mali,2
981,19,Male,Bachelor's,Married,4,Winterschester,HI,Serbia,0
982,65,Female,PhD,Divorced,2,Jimenezville,GA,Namibia,1
983,24,Female,Master's,Single,2,Lewismouth,VA,Saint Kitts and Nevis,1
984,54,Female,Master's,Married,2,Whitneychester,PA,Anguilla,0
985,45,Female,PhD,Widowed,3,Ashleyberg,NV,Seychelles,2
986,21,Male,Bachelor's,Widowed,4,Eatonmouth,SC,Saudi Arabia,0
987,35,Male,High School,Single,2,North Nicoleview,MO,Saint Barthelemy,0
988,18,Male,High School,Divorced,0,West Danielland,MA,Kyrgyz Republic,2
989,37,Male,PhD,Married,2,South Vanessaburgh,MP,Sierra Leone,2
990,66,Non-binary,High School,Married,3,Pamelaberg,OH,Tuvalu,1
991,42,Female,PhD,Single,0,Paulabury,GA,Nigeria,1
992,26,Female,High School,Widowed,3,South Angela,MD,Oman,1
993,39,Non-binary,Master's,Widowed,0,West Melissa,PR,Estonia,2
994,49,Male,High School,Divorced,1,East Jennifer,CA,United States of America,1
995,64,Male,PhD,Married,1,Lake Hannahborough,FL,Belgium,0
996,41,Female,PhD,Married,2,Robertmouth,NJ,Croatia,1
997,43,Non-binary,Bachelor's,Single,2,Mariabury,IN,Eritrea,2
998,20,Non-binary,Bachelor's,Widowed,3,New Melissa,FM,Montserrat,0
999,30,Non-binary,PhD,Single,2,New Maryborough,WV,Peru,0
1000,62,Male,Master's,Divorced,1,Williamstad,NH,United States Minor Outlying Islands,2
1001,62,Female,Bachelor's,Divorced,1,West Peter,ND,Iraq,1
1002,23,Female,PhD,Divorced,2,Deanburgh,ME,Pitcairn Islands,0
1003,36,Female,Bachelor's,Widowed,1,Georgeland,AR,Seychelles,0
1004,33,Female,PhD,Married,2,Kellyland,WV,Malaysia,1
1005,27,Non-binary,High School,Widowed,4,Thomasburgh,FL,Zambia,1
1006,29,Female,PhD,Widowed,2,West Austinview,TN,Maldives,0
1007,52,Male,PhD,Divorced,4,Jimmyton,AZ,France,1
1008,66,Female,PhD,Married,2,Douglasburgh,NJ,Saudi Arabia,2
1009,67,Female,Master's,Single,1,South Kennethchester,NE,Namibia,2
1010,38,Non-binary,High School,Married,4,Jenniferfort,AZ,Aruba,0
1011,57,Male,High School,Married,4,Ortizview,KS,Tonga,1
1012,26,Male,High School,Divorced,2,Bushberg,MO,Maldives,0
1013,35,Male,Bachelor's,Widowed,0,Donnashire,MN,South Africa,2
1014,49,Non-binary,Bachelor's,Divorced,0,Gibbstown,DE,Tuvalu,0
1015,33,Male,Master's,Widowed,3,North Robin,FM,Cote d'Ivoire,0
1016,41,Non-binary,Bachelor's,Divorced,2,Rhondamouth,AR,Dominica,2
1017,31,Female,High School,Divorced,3,Royville,IA,Tokelau,1
1018,36,Female,Master's,Widowed,1,Lake Amandaland,OR,Canada,0
1019,28,Non-binary,High School,Divorced,4,Danielshire,MO,Colombia,1
1020,60,Male,High School,Divorced,0,West Christopherchester,GA,Saudi Arabia,0
1021,39,Non-binary,Bachelor's,Married,1,Lake Jeanettechester,OK,Saint Barthelemy,0
1022,28,Male,Bachelor's,Divorced,2,Alejandrabury,NV,Congo,0
1023,42,Female,Bachelor's,Single,3,Bishopfurt,DE,Seychelles,2
1024,65,Non-binary,Master's,Single,4,Lake Janice,FM,Faroe Islands,0
1025,52,Non-binary,Bachelor's,Married,0,Carterfort,WY,Bahamas,0
1026,24,Female,Master's,Married,0,South Barry,SC,Macao,0
1027,18,Female,Bachelor's,Divorced,2,Josephmouth,WY,Reunion,2
1028,60,Non-binary,Master's,Widowed,4,Chadton,OK,Sri Lanka,2
1029,39,Female,High School,Married,3,Blakeport,NH,Korea,0
1030,60,Female,Master's,Single,0,North Jordanburgh,KS,Denmark,1
1031,39,Male,PhD,Divorced,3,Theresaport,VI,Bahrain,0
1032,57,Female,PhD,Divorced,4,West Rachel,IN,United States of America,2
1033,43,Female,Master's,Married,2,Tonyborough,AR,Uruguay,0
1034,27,Non-binary,High School,Divorced,3,Lake Sarahbury,LA,Ghana,2
1035,54,Non-binary,Master's,Married,4,Matthewsstad,UT,Malawi,1
1036,67,Female,High School,Single,1,North Toddport,CT,Gibraltar,1
1037,49,Non-binary,Master's,Divorced,4,Lake Scott,OR,Djibouti,2
1038,38,Female,Bachelor's,Widowed,2,Sueland,WI,Solomon Islands,2
1039,50,Male,Master's,Single,0,Glassfort,CA,South Africa,2
1040,25,Female,High School,Single,4,Lopezmouth,NV,Bouvet Island (Bouvetoya),0
1041,64,Non-binary,Bachelor's,Widowed,2,Jasonmouth,AS,Dominica,0
1042,21,Female,High School,Married,2,Michaelchester,MN,Kenya,1
1043,29,Male,Bachelor's,Divorced,4,Acostaton,NJ,Jersey,0
1044,50,Non-binary,PhD,Married,1,South Laura,MD,Oman,0
1045,47,Female,PhD,Divorced,1,Burtonfurt,ND,Aruba,2
1046,53,Male,Master's,Widowed,0,South Wendy,AK,Antarctica (the territory South of 60 deg S),2
1047,53,Non-binary,PhD,Widowed,4,Leahside,IL,Uganda,2
1048,46,Male,High School,Single,1,East Cynthiahaven,DE,Angola,0
1049,51,Female,High School,Married,0,North Kyleburgh,GA,United States Minor Outlying Islands,2
1050,34,Non-binary,Bachelor's,Married,2,Baileytown,NY,United Kingdom,1
1051,47,Female,Master's,Single,3,East Morgan,DC,Ukraine,0
1052,52,Non-binary,Bachelor's,Widowed,2,North Timothy,IA,Uzbekistan,1
1053,57,Male,Bachelor's,Single,2,Garciafurt,NC,Namibia,0
1054,58,Non-binary,High School,Married,4,West Karenborough,AR,Jersey,1
1055,38,Male,PhD,Single,3,Lake Jennifer,SC,Burundi,0
1056,21,Non-binary,Bachelor's,Single,1,Harveyshire,PR,United States Virgin Islands,0
1057,55,Non-binary,Master's,Married,4,Dawnmouth,AL,Chile,0
1058,59,Non-binary,Bachelor's,Widowed,3,Port Deniseside,VA,Eritrea,2
1059,34,Female,Master's,Married,1,Teresaland,VI,Ghana,2
1060,39,Non-binary,High School,Single,2,East Ashleymouth,HI,French Guiana,1
1061,59,Female,High School,Widowed,3,Jamesbury,NE,Iceland,1
1062,34,Female,High School,Divorced,0,Jamesburgh,AR,French Polynesia,1
1063,59,Non-binary,High School,Widowed,3,Youngtown,HI,Spain,0
1064,55,Non-binary,High School,Single,4,Amandatown,CT,Grenada,0
1065,26,Non-binary,PhD,Widowed,2,Lake Adamstad,VT,Colombia,0
1066,69,Male,Master's,Widowed,2,Stanleyfort,ME,Palau,0
1067,59,Non-binary,Bachelor's,Widowed,3,North Jeremy,OK,Bahamas,0
1068,27,Non-binary,PhD,Single,2,Lake Christy,MD,Algeria,1
1069,50,Male,High School,Married,4,Shaunmouth,WI,Estonia,0
1070,30,Female,PhD,Widowed,2,Henryburgh,MD,Lebanon,2
1071,28,Male,Master's,Married,3,Adamsmouth,FL,Armenia,2
1072,37,Female,PhD,Married,1,Steventon,FM,Dominican Republic,0
1073,62,Non-binary,Bachelor's,Divorced,2,Susanfurt,PA,Liechtenstein,1
1074,60,Male,High School,Widowed,1,Janiceview,MO,Barbados,1
1075,38,Non-binary,Master's,Divorced,2,Curtisberg,MP,Saint Martin,0
1076,42,Non-binary,PhD,Married,2,Brownshire,IA,Bulgaria,2
1077,24,Male,PhD,Widowed,0,New Gregorymouth,TX,Uzbekistan,1
1078,19,Female,High School,Divorced,1,West Jerrymouth,IA,Haiti,2
1079,62,Male,Bachelor's,Divorced,1,Phillipchester,PR,Mongolia,0
1080,27,Non-binary,High School,Divorced,1,New Angelaton,ND,Tuvalu,2
1081,38,Female,Master's,Widowed,4,East Cody,IA,Colombia,1
1082,51,Male,PhD,Married,4,Lake Justin,CA,France,0
1083,35,Non-binary,PhD,Single,3,South Michaelbury,MS,Mongolia,1
1084,59,Female,Bachelor's,Widowed,3,Danielsfurt,LA,Somalia,2
1085,21,Female,PhD,Widowed,1,North Richardburgh,DE,Tunisia,2
1086,68,Female,High School,Widowed,2,Garymouth,PR,Israel,1
1087,20,Female,Master's,Married,3,Lake Richard,CO,Cambodia,1
1088,69,Male,PhD,Divorced,1,Kevinshire,MO,Ghana,2
1089,64,Female,High School,Married,0,Delgadomouth,OR,South Georgia and the South Sandwich Islands,0
1090,62,Female,Bachelor's,Single,3,Williamsshire,DC,Japan,0
1091,37,Male,Bachelor's,Widowed,3,Ortizville,NV,Bolivia,2
1092,55,Female,Bachelor's,Widowed,3,Michaelport,UT,Guam,1
1093,23,Male,PhD,Widowed,0,Schmidtmouth,VI,Philippines,2
1094,54,Non-binary,PhD,Widowed,3,Chadfort,AZ,Pakistan,0
1095,68,Non-binary,Master's,Divorced,4,East Juliebury,OR,Ecuador,1
1096,34,Female,PhD,Married,1,East Jilltown,MA,Nicaragua,2
1097,36,Female,Bachelor's,Married,3,Ruizstad,ND,Netherlands,1
1098,22,Male,Bachelor's,Married,4,New Timothyville,MT,Zambia,1
1099,30,Male,PhD,Married,4,Ryanmouth,AR,Italy,2
1100,41,Male,PhD,Widowed,3,Smithland,OK,United Kingdom,2
1101,50,Female,PhD,Single,2,Muellerchester,AR,Palau,2
1102,29,Male,PhD,Married,3,Aaronview,IA,Korea,1
1103,67,Female,Bachelor's,Divorced,0,Higginsstad,OR,Korea,1
1104,60,Female,Master's,Married,4,North Christianton,CT,Canada,1
1105,56,Female,Master's,Widowed,2,Lake James,NE,Saint Martin,2
1106,33,Female,High School,Single,0,Lake Stacey,WA,Kiribati,1
1107,24,Female,PhD,Single,2,Garciamouth,ND,Reunion,1
1108,41,Female,Master's,Married,1,South Matthew,FL,Palestinian Territory,2
1109,23,Male,Master's,Divorced,1,East Rodneyberg,TN,Botswana,1
1110,60,Female,Master's,Widowed,1,North Stephanieshire,CO,Senegal,2
1111,44,Female,High School,Divorced,3,Lutzmouth,OH,Bulgaria,1
1112,57,Male,Master's,Married,2,West Kayla,MO,Grenada,0
1113,55,Female,High School,Married,2,Shieldsmouth,MS,Ecuador,2
1114,61,Non-binary,Master's,Divorced,4,Madelinetown,GU,Zimbabwe,0
1115,54,Non-binary,PhD,Divorced,0,Port Samantha,CA,Poland,2
1116,54,Male,PhD,Married,4,West Daniel,MO,Botswana,0
1117,64,Non-binary,High School,Divorced,2,South Jonathon,MN,Jamaica,2
1118,47,Non-binary,Bachelor's,Divorced,4,Lake George,VI,Lao People's Democratic Republic,2
1119,44,Female,Master's,Single,2,South Janetport,MI,Denmark,2
1120,48,Male,High School,Widowed,3,Millerside,KS,Norfolk Island,0
1121,46,Female,High School,Divorced,2,Lopezstad,MT,Cayman Islands,2
1122,40,Male,Bachelor's,Divorced,2,New Latoya,MI,Puerto Rico,1
1123,53,Female,PhD,Widowed,3,North Dave,NC,Mozambique,1
1124,18,Non-binary,Bachelor's,Married,2,Fowlerport,GU,Central African Republic,1
1125,60,Male,High School,Single,3,Walkerhaven,KS,Norway,2
1126,63,Male,Master's,Married,4,East Jeremyborough,MN,Andorra,0
1127,32,Non-binary,Bachelor's,Single,2,North Crystalville,LA,North Macedonia,0
1128,59,Non-binary,High School,Divorced,3,Port Tylerbury,SC,Sierra Leone,0
1129,60,Female,Bachelor's,Divorced,4,New Davidport,MI,New Zealand,2
1130,22,Male,PhD,Widowed,0,West Christopher,OH,Russian Federation,0
1131,28,Female,High School,Single,3,Downsview,KY,Niue,2
1132,60,Female,High School,Single,3,Port Brianland,PR,Suriname,0
1133,35,Female,Bachelor's,Divorced,1,Mccoytown,MP,Western Sahara,0
1134,39,Female,PhD,Single,0,West Justin,MI,Cayman Islands,0
1135,31,Non-binary,PhD,Married,3,Mathewsstad,WY,Burkina Faso,2
1136,39,Male,Bachelor's,Married,3,Craneton,WI,Uzbekistan,0
1137,59,Male,PhD,Widowed,2,New Stacy,SC,Singapore,1
1138,56,Female,PhD,Divorced,1,Lake Anthonyfurt,SC,Congo,1
1139,57,Female,High School,Single,2,South Jamesfurt,MP,Sweden,0
1140,38,Non-binary,Bachelor's,Single,0,Hornefort,ID,British Virgin Islands,0
1141,64,Female,High School,Divorced,3,Port Noahside,VT,Indonesia,1
1142,61,Male,PhD,Single,1,West Thomaston,WV,Nauru,2
1143,35,Male,PhD,Divorced,2,Alexistown,NH,Sweden,2
1144,27,Female,Master's,Single,0,South Bobby,FL,Syrian Arab Republic,0
1145,44,Non-binary,Master's,Married,3,Williamview,DC,Malta,1
1146,42,Female,PhD,Widowed,3,New Jeremymouth,LA,Thailand,2
1147,29,Non-binary,Master's,Married,0,Christopherside,CO,Romania,2
1148,33,Non-binary,PhD,Married,4,Jenniferfort,VT,Peru,1
1149,27,Non-binary,Bachelor's,Single,4,Jessicaton,MI,Chad,0
1150,24,Female,High School,Single,2,North Catherine,MI,Swaziland,2
1151,53,Female,PhD,Single,4,New Luis,VI,Algeria,1
1152,22,Non-binary,Master's,Married,1,Lake Jacob,AS,Guam,1
1153,69,Male,Master's,Divorced,0,Jesseside,MI,Albania,1
1154,40,Female,Bachelor's,Divorced,2,Lindsayville,OR,New Caledonia,0
1155,43,Male,Master's,Single,1,Port Davidport,AZ,Isle of Man,1
1156,52,Female,Master's,Single,0,New Tonitown,WI,Lesotho,2
1157,54,Non-binary,Master's,Divorced,0,West Ryan,SD,Malta,2
1158,49,Male,PhD,Widowed,4,Lisamouth,DC,Montserrat,0
1159,44,Non-binary,Bachelor's,Single,3,Port Michaelburgh,AL,Swaziland,0
1160,48,Male,PhD,Divorced,0,Annestad,OH,France,0
1161,47,Female,Master's,Divorced,3,Daltonburgh,WV,United States Minor Outlying Islands,0
1162,61,Female,Master's,Divorced,2,Kylieton,PR,Gibraltar,1
1163,23,Female,PhD,Divorced,2,Martinezfurt,WY,Netherlands,0
1164,23,Non-binary,PhD,Divorced,4,Port Donaldton,VA,India,0
1165,20,Non-binary,High School,Widowed,4,South Georgehaven,MP,Sudan,2
1166,36,Male,Bachelor's,Divorced,1,Youngmouth,ID,Isle of Man,2
1167,69,Female,High School,Widowed,1,Ellischester,WA,Bouvet Island (Bouvetoya),1
1168,45,Male,Master's,Single,0,West Kelly,NV,Bulgaria,2
1169,61,Male,Bachelor's,Single,3,Rachelchester,OH,Zambia,1
1170,51,Male,Bachelor's,Widowed,0,Katherineside,UT,Cameroon,2
1171,21,Non-binary,Bachelor's,Single,2,North Mikeville,MT,Nicaragua,1
1172,40,Non-binary,PhD,Single,4,Jessicamouth,AZ,Sweden,2
1173,56,Male,Master's,Widowed,0,Perezmouth,TX,Micronesia,0
1174,31,Non-binary,High School,Single,4,Davisstad,IN,Latvia,0
1175,27,Female,High School,Married,2,East Michelle,IL,American Samoa,0
1176,18,Female,Master's,Single,3,Lake Charles,GU,Honduras,1
1177,43,Non-binary,Master's,Single,0,Harrisonmouth,NY,American Samoa,0
1178,45,Non-binary,PhD,Single,2,South Tracyside,NM,Papua New Guinea,0
1179,34,Male,PhD,Single,0,Alexandershire,WA,Zambia,1
1180,61,Female,High School,Single,2,Freemanfort,AS,Tonga,2
1181,66,Non-binary,Master's,Single,1,New Rebecca,NJ,Niue,2
1182,62,Male,Master's,Married,1,Bakerland,MD,Palau,2
1183,59,Non-binary,High School,Widowed,3,Pittmanburgh,FM,Myanmar,0
1184,60,Male,High School,Married,2,South Colleen,WV,Haiti,1
1185,29,Female,High School,Widowed,0,Kellimouth,VT,Singapore,0
1186,69,Male,Bachelor's,Single,3,East Laura,SD,Anguilla,0
1187,56,Non-binary,Bachelor's,Divorced,2,West Tonyachester,NY,Australia,1
1188,56,Non-binary,Master's,Divorced,2,Dunnstad,SD,Anguilla,0
1189,46,Male,Bachelor's,Divorced,1,Stewartton,NM,France,1
1190,53,Male,PhD,Single,1,Randymouth,WA,Heard Island and McDonald Islands,2
1191,39,Non-binary,PhD,Widowed,3,Rachelmouth,IL,British Indian Ocean Territory (Chagos Archipelago),0
1192,52,Non-binary,High School,Single,2,Thomasbury,AS,Austria,0
1193,26,Male,Bachelor's,Divorced,0,Kaylaborough,IN,Congo,0
1194,57,Male,PhD,Divorced,1,Harristown,OR,Kiribati,1
1195,33,Male,Bachelor's,Divorced,3,Jacobfort,VA,France,1
1196,33,Non-binary,Bachelor's,Divorced,2,North Paul,HI,Afghanistan,1
1197,61,Non-binary,Bachelor's,Single,3,South Darlene,KY,Congo,0
1198,20,Non-binary,PhD,Widowed,2,Lindamouth,AL,Madagascar,1
1199,66,Female,Master's,Divorced,3,Fordport,AL,Myanmar,2
1200,59,Male,PhD,Widowed,0,Wilsonfort,ND,Saint Martin,1
1201,50,Female,PhD,Divorced,0,Port Michelle,UT,Barbados,1
1202,33,Non-binary,Bachelor's,Married,2,Blairfurt,NV,Germany,2
1203,58,Non-binary,Master's,Married,1,Port Sandraburgh,CT,Brazil,1
1204,52,Non-binary,Bachelor's,Divorced,0,New David,CT,Albania,0
1205,25,Male,High School,Widowed,0,South Michael,PA,Hong Kong,2
1206,64,Female,High School,Single,4,Fullermouth,OR,Timor-Leste,0
1207,35,Male,Master's,Married,3,Heathershire,KY,Vietnam,2
1208,40,Non-binary,PhD,Divorced,2,Johnsonside,RI,Latvia,1
1209,64,Female,Bachelor's,Single,1,South Cynthiashire,FM,Liberia,0
1210,67,Female,Bachelor's,Widowed,0,Kimberlytown,NY,Niger,2
1211,53,Male,Bachelor's,Single,2,East Kirkfurt,MO,Yemen,1
1212,45,Female,PhD,Widowed,0,Margaretmouth,NH,Papua New Guinea,2
1213,42,Male,PhD,Married,0,Chrismouth,OR,Albania,0
1214,40,Non-binary,High School,Widowed,2,New William,WV,Mauritius,2
1215,56,Female,Master's,Single,3,East Kaitlyn,IN,Christmas Island,0
1216,59,Female,High School,Divorced,2,New Bradley,PR,Liberia,0
1217,22,Non-binary,PhD,Widowed,3,Lake Ashleyfort,FL,Cyprus,0
1218,51,Male,High School,Married,2,Monicastad,MD,United Arab Emirates,2
1219,39,Male,High School,Widowed,1,Port Christinamouth,PA,Luxembourg,1
1220,50,Male,Bachelor's,Widowed,4,West Gregory,VA,Argentina,0
1221,18,Male,Bachelor's,Married,3,Grayshire,PR,Suriname,0
1222,61,Non-binary,Bachelor's,Widowed,1,Port Zachary,ME,Luxembourg,1
1223,24,Male,Bachelor's,Single,2,Martinborough,ME,Bangladesh,0
1224,40,Male,Bachelor's,Single,4,West Charlesfurt,IN,Cote d'Ivoire,2
1225,47,Female,Master's,Widowed,4,Dunnview,WI,Faroe Islands,1
1226,23,Female,Bachelor's,Single,0,Yateshaven,CO,Western Sahara,2
1227,19,Male,PhD,Widowed,4,Jamesstad,DC,Burkina Faso,0
1228,25,Male,Master's,Divorced,0,South Gregory,OH,Suriname,0
1229,62,Male,Master's,Divorced,4,Powellstad,MI,Bosnia and Herzegovina,2
1230,32,Male,Bachelor's,Married,1,New Shawn,SC,Bangladesh,1
1231,43,Female,High School,Married,2,Morrisborough,HI,Slovenia,0
1232,19,Male,High School,Widowed,1,Johnnyberg,MN,Indonesia,1
1233,35,Male,Bachelor's,Divorced,2,Williamhaven,DC,Samoa,1
1234,62,Male,PhD,Married,2,West Philipland,AK,Denmark,2
1235,25,Female,Master's,Married,0,Bridgesborough,CT,Ukraine,1
1236,60,Non-binary,Bachelor's,Single,1,Chelseamouth,NJ,Libyan Arab Jamahiriya,2
1237,27,Female,Bachelor's,Single,0,Port Mary,FM,Moldova,2
1238,24,Male,High School,Divorced,4,Padillaport,VI,Moldova,2
1239,55,Non-binary,PhD,Divorced,2,Michaelfort,ND,Maldives,1
1240,62,Female,High School,Married,0,Port Michaelport,OK,Guyana,2
1241,58,Female,PhD,Married,1,Marialand,HI,Pakistan,0
1242,24,Male,High School,Single,2,Wilsonview,NJ,Estonia,1
1243,53,Male,Master's,Widowed,2,Bradmouth,SC,Seychelles,1
1244,60,Non-binary,Bachelor's,Widowed,3,Greenstad,CO,North Macedonia,2
1245,68,Non-binary,Bachelor's,Widowed,2,Karenstad,IL,Pitcairn Islands,1
1246,41,Non-binary,PhD,Widowed,4,Joshuabury,AR,Solomon Islands,2
1247,32,Female,Bachelor's,Married,0,Shawnmouth,IA,Costa Rica,1
1248,45,Female,High School,Married,4,Port Jacqueline,IN,Costa Rica,2
1249,58,Non-binary,High School,Widowed,0,West Crystal,VT,Honduras,1
1250,19,Male,PhD,Single,1,Port Robert,FL,Armenia,1
1251,33,Male,Bachelor's,Divorced,2,Brandonborough,NM,Chad,1
1252,25,Male,Bachelor's,Widowed,2,North Hollyfort,NJ,Ireland,2
1253,41,Male,Master's,Divorced,4,Port Kaylahaven,MO,San Marino,1
1254,22,Non-binary,Master's,Divorced,3,Port Laurentown,FL,Egypt,0
1255,22,Non-binary,High School,Divorced,3,Staceystad,KS,Angola,0
1256,23,Female,Bachelor's,Widowed,4,Solisside,OR,Italy,2
1257,33,Non-binary,Master's,Divorced,2,Ambershire,NJ,Seychelles,2
1258,58,Male,Bachelor's,Divorced,2,Jackfort,ID,Moldova,1
1259,44,Female,Master's,Married,1,South Jennifer,IL,Uzbekistan,1
